"tick","Min Size","Max Size","Mean Size"
94.0,5.860000000000001,7.0,6.7798541666666665
95.0,6.680000000000002,8.0,7.76240990990991
96.0,7.580000000000004,9.0,8.736435643564354
97.0,0.0,9.920000000000002,0.9043876080691645
98.0,0.0,9.687500000000004,0.7443116740088106
99.0,0.0,9.822500000000002,1.6469055944055946
100.0,0.0,9.897500000000004,2.5467391304347804
101.0,0.0,4.0,3.406862745098039
102.0,0.26249999999999823,5.0,4.3258934169279
103.0,1.0249999999999928,6.0,5.264982935153583
104.0,1.3124999999999911,7.0,6.170757575757573
105.0,1.6124999999999894,8.0,7.105444214876034
106.0,1.9249999999999876,9.0,8.025654205607474
107.0,0.0,9.98,1.6359855334538875
108.0,0.0,9.96,1.1034809264305194
109.0,0.0,9.984999999999996,1.7482138024357257
110.0,0.0,9.95999999999999,2.431702348066294
111.0,0.0,9.984999999999996,3.1548923959827837
112.0,0.0,9.949999999999983,3.8916238670694887
113.0,0.0,9.984999999999987,4.600425955414007
114.0,0.0,9.937499999999984,5.3722761824324285
115.0,0.0,9.927499999999984,6.156795580110505
116.0,0.0,9.369999999999976,6.801935166994107
117.0,0.0,9.854999999999997,1.638024431339511
118.0,0.0,9.424999999999997,1.1622997416020668
