"tick","Min Size","Max Size","Mean Size"
0.0,0.027880895273536266,0.17834434644463854,0.10253450825162458
1.0,0.027880895273536266,0.17834434644463854,0.10239131078745457
2.0,0.06219022702431312,0.19834434644463853,0.1234365359715872
3.0,0.10766903524016297,0.23834434644463853,0.16339316518680863
4.0,0.13230879477372542,0.29834434644463853,0.22189202465819274
5.0,0.16230879477372542,0.37834434644463855,0.298537456315834
6.0,0.19980879477372543,0.4783443464446385,0.39502296995636
7.0,0.3329443326811075,0.5983443464446385,0.5176329117861997
8.0,0.4204443326811075,0.7383443464446385,0.6522210668173979
9.0,0.5204443326811075,0.8983443464446386,0.8157243926740425
10.0,0.6329443326811075,1.0783443464446385,0.9931665902611976
11.0,1.1583939417609705,1.2783443464446385,1.2014306091434486
12.0,1.3783939417609705,1.4983443464446384,1.421516485152947
13.0,1.6274115407897596,1.7383443464446384,1.6646622260429078
14.0,1.8874115407897596,1.9983443464446384,1.9269816905908561
15.0,2.1510848843548662,2.2783443464446385,2.2052195465484585
16.0,2.451084884354866,2.5783443464446383,2.5052195465484584
17.0,2.771084884354866,2.898344346444638,2.8247801862455337
18.0,3.0710848843548657,3.238344346444638,3.155623820777625
19.0,3.3710848843548655,3.598344346444638,3.5127890628081486
20.0,3.6710848843548654,3.9783443464446377,3.8855021265117404
21.0,3.971084884354865,4.378344346444638,4.271922032299926
22.0,4.271084884354865,4.798344346444638,4.6751559310101545
23.0,4.571084884354865,5.238344346444638,5.090642361607781
24.0,4.871084884354865,5.698344346444638,5.53064236160778
25.0,5.1710848843548645,6.178344346444638,5.971992128314299
26.0,5.471084884354864,6.678344346444638,6.44342069974287
27.0,5.771084884354864,7.198344346444639,6.9319921283143
28.0,6.071084884354864,7.738344346444639,7.39913146860932
29.0,6.371084884354864,8.298344346444638,7.9157981352759865
30.0,6.671084884354864,8.878344346444639,8.275669829914877
31.0,6.971084884354863,9.478344346444638,8.800669829914877
32.0,0.0,9.987411540789761,0.9079465037081601
33.0,0.0,0.6400000000000002,0.4266666666666668
34.0,0.6600000000000003,1.3000000000000005,1.086666666666667
35.0,1.3400000000000005,1.9800000000000009,1.797142857142858
36.0,2.040000000000001,2.680000000000001,2.497142857142858
37.0,2.760000000000001,3.4000000000000012,3.2030769230769245
38.0,3.5000000000000013,4.1400000000000015,3.9072727272727286
