"tick","Min Size","Max Size","Mean Size"
39.0,4.260000000000002,4.900000000000002,4.708000000000003
40.0,5.040000000000002,5.680000000000002,5.440000000000002
41.0,5.8400000000000025,6.480000000000003,6.240000000000003
42.0,6.660000000000003,7.300000000000003,7.060000000000003
43.0,7.5000000000000036,8.140000000000004,7.900000000000004
44.0,8.360000000000005,9.000000000000005,8.744000000000005
45.0,9.240000000000006,9.880000000000006,9.624000000000006
46.0,0.0,0.0,0.0
47.0,0.9200000000000005,0.9200000000000005,0.9200000000000005
48.0,1.860000000000001,1.860000000000001,1.860000000000001
49.0,2.8200000000000016,2.8200000000000016,2.8200000000000016
50.0,3.800000000000002,3.800000000000002,3.800000000000002
51.0,4.8000000000000025,4.8000000000000025,4.8000000000000025
52.0,5.8000000000000025,5.8000000000000025,5.8000000000000025
53.0,6.8000000000000025,6.8000000000000025,6.8000000000000025
54.0,7.8000000000000025,7.8000000000000025,7.8000000000000025
55.0,8.800000000000002,8.800000000000002,8.800000000000002
56.0,9.800000000000002,9.800000000000002,9.800000000000002
57.0,0.0,0.0,0.0
58.0,1.0,1.0,1.0
59.0,2.0,2.0,2.0
60.0,3.0,3.0,3.0
61.0,4.0,4.0,4.0
62.0,5.0,5.0,5.0
63.0,6.0,6.0,6.0
64.0,7.0,7.0,7.0
65.0,8.0,8.0,8.0
66.0,9.0,9.0,9.0
67.0,0.0,0.0,0.0
68.0,1.0,1.0,1.0
69.0,1.8600000000000003,2.0,1.998923076923077
70.0,2.8400000000000007,3.0,2.9976199999999986
71.0,3.8400000000000007,4.0,3.9962610619469032
72.0,4.7624999999999975,5.0,4.991923076923079
73.0,5.7624999999999975,6.0,5.990515463917527
74.0,6.7524999999999995,7.0,6.988343023255813
75.0,7.677499999999998,8.0,7.984999999999999
76.0,8.677499999999998,9.0,8.982537878787879
77.0,0.0,9.93,0.2414122807017543
78.0,0.0,1.0,0.8867701342281881
79.0,0.9749999999999985,2.0,1.8687636363636368
80.0,1.962499999999997,3.0,2.793819999999999
81.0,2.7025000000000015,4.0,3.7306718061674005
82.0,3.3225000000000025,5.0,4.668173076923075
83.0,3.9625000000000035,6.0,5.608351063829788
84.0,4.622500000000004,7.0,6.547399425287355
85.0,5.3025000000000055,8.0,7.500421874999999
86.0,6.002500000000007,9.0,8.447900000000002
87.0,0.0,9.987499999999999,1.1167628205128202
88.0,0.0,9.962499999999995,1.2205983302411882
89.0,0.0,9.852500000000004,1.785936329588013
90.0,0.0,9.90000000000001,2.528148514851492
91.0,0.0,4.0,3.0037258687258706
92.0,0.6824999999999992,5.0,3.947436842105262
93.0,1.0800000000000012,6.0,4.865483682983679
94.0,1.9400000000000024,7.0,5.804141414141415
95.0,2.820000000000004,8.0,6.742507022471912
96.0,3.720000000000005,9.0,7.691940184049083
97.0,0.0,9.920000000000002,2.0036995967741955
98.0,0.0,9.960000000000012,1.4182179487179494
99.0,0.0,9.92000000000001,1.585858655616944
100.0,0.0,9.700000000000006,2.4180044074436875
101.0,0.0,9.920000000000012,3.137228205128208
102.0,0.0,9.96250000000001,3.300901759530791
103.0,0.0,6.0,4.13490052356021
104.0,0.21999999999999997,7.0,4.981345278725817
105.0,0.46,8.0,5.761212216624676
106.0,0.6399999999999999,9.0,6.520543628808863
107.0,0.0,9.98,2.4387257462686596
108.0,0.0,9.98,2.132669902912622
109.0,0.0,9.98,2.186579261025029
110.0,0.0,9.98,2.540180442374856
111.0,0.0,9.937499999999993,3.0612826215895597
112.0,0.0,9.852499999999992,3.2948629737609334
113.0,0.0,9.99249999999999,4.003092686002526
114.0,0.0,9.920000000000003,4.649331666666661
115.0,0.0,9.945,5.241966431095398
116.0,0.0,9.997499999999995,5.876578947368423
117.0,0.0,9.869999999999997,1.7649870322341612
118.0,0.0,9.980000000000002,1.8631228842247773
119.0,0.0,9.999999999999986,1.930974378881991
120.0,0.0,9.962499999999995,2.396868654822335
121.0,0.0,9.999999999999986,2.8370779967159265
122.0,0.0,9.960000000000012,3.2240522875817
123.0,0.0,9.97,3.525878664782763
124.0,0.0,9.997499999999993,3.8538984638441325
125.0,0.0,9.94000000000001,4.113333663758918
126.0,0.0,9.992499999999998,4.315664794007488
127.0,0.0,9.980000000000006,3.1496937859195437
128.0,0.0,9.980000000000016,2.678663382594416
129.0,0.0,9.992500000000003,2.8385984974958296
130.0,0.0,9.937499999999975,2.887081226828445
131.0,0.0,9.975000000000001,3.077657182999661
132.0,0.0,9.985000000000001,3.3191116844821233
133.0,0.0,9.98249999999997,3.494198337292168
134.0,0.0,9.980000000000016,3.6174767638360783
135.0,0.0,9.980000000000015,3.782710994525553
136.0,0.0,9.960000000000012,3.9021028836754597
137.0,0.0,9.957499999999996,3.990642707240297
138.0,0.0,9.982499999999977,3.5274859765425832
139.0,0.0,9.98000000000001,3.140670280926567
140.0,0.0,9.94499999999999,3.232019527235359
141.0,0.0,9.969999999999992,3.37758781558727
142.0,0.0,9.989999999999997,3.4376180875576017
143.0,0.0,9.980000000000002,3.451580272511846
144.0,0.0,9.965000000000014,3.3967329192546587
145.0,0.0,9.979999999999993,3.3484344738540983
146.0,0.0,9.99249999999997,3.253259557344061
147.0,0.0,9.995000000000019,3.240493697478988
148.0,0.0,9.999999999999996,3.2325515084621035
149.0,0.0,9.874999999999991,3.200830145371074
150.0,0.0,9.990000000000002,3.3212581833060555
151.0,0.0,9.9875,3.2839722463139633
152.0,0.0,9.940000000000003,3.379993131868133
153.0,0.0,9.945000000000006,3.377676695319964
154.0,0.0,9.942500000000003,3.491945296523515
155.0,0.0,9.98000000000001,3.5002250542299382
156.0,0.0,9.980000000000004,3.539012415349889
157.0,0.0,9.872500000000013,3.6164686369119434
158.0,0.0,9.94,3.658293548387097
159.0,0.0,9.98,3.8290230664857514
160.0,0.0,9.979999999999999,4.046471656976741
161.0,0.0,9.987499999999994,4.028294776119406
162.0,0.0,9.990000000000004,4.0982438650306765
163.0,0.0,9.98,3.872741691842901
164.0,0.0,9.965000000000003,3.7433472644376917
165.0,0.0,9.912500000000001,3.6633320312499995
166.0,0.0,9.992500000000003,3.457438556067592
167.0,0.0,9.99749999999999,3.4482777777777787
168.0,0.0,9.990000000000002,3.3689617263843648
169.0,0.0,9.979999999999999,3.141392561983473
170.0,0.0,9.899999999999991,3.1180765993265993
171.0,0.0,9.980000000000004,2.978897670549085
172.0,0.0,9.812500000000002,2.9673327759197323
173.0,0.0,9.964999999999998,3.285844947735191
174.0,0.0,9.972500000000004,3.318419182948492
175.0,0.0,9.990000000000002,3.3482681818181863
176.0,0.0,9.957500000000003,3.6219724334600767
177.0,0.0,9.980000000000002,3.6732787698412688
178.0,0.0,9.840000000000003,3.6359168336673373
179.0,0.0,9.975000000000001,3.695219836400818
180.0,0.0,9.900000000000006,3.7883801295896355
181.0,0.0,9.977500000000004,3.761794444444446
182.0,0.0,9.900000000000004,3.724825056433413
183.0,0.0,9.877500000000003,3.714687500000003
184.0,0.0,9.940000000000005,3.640767045454548
185.0,0.0,9.600000000000001,3.4913436123348003
186.0,0.0,9.980000000000004,3.849533492822968
187.0,0.0,9.952500000000006,2.9403563941299797
188.0,0.0,9.880000000000003,2.9170780590717285
189.0,0.0,9.980000000000002,2.9598622881355925
190.0,0.0,9.720000000000002,2.9749792960662558
191.0,0.0,9.820000000000004,3.356747835497838
192.0,0.0,9.920000000000003,3.4531935483870937
193.0,0.0,9.980000000000006,3.307636268343818
194.0,0.0,9.905000000000001,3.51354347826087
195.0,0.0,9.960000000000004,3.415321729957808
196.0,0.0,9.980000000000006,3.3229200404858323
197.0,0.0,9.840000000000003,3.337475099601594
198.0,0.0,9.942500000000006,3.7508509513742077
199.0,0.0,9.980000000000006,3.6668711340206173
200.0,0.0,9.920000000000005,3.4383118811881173
201.0,0.0,9.840000000000005,3.4166443594646294
202.0,0.0,9.995000000000005,3.526191806331472
203.0,0.0,9.840000000000003,3.5276687956204382
204.0,0.0,9.912499999999996,3.6825731261425965
205.0,0.0,9.980000000000006,3.688727272727274
206.0,0.0,9.984999999999996,3.386500000000004
207.0,0.0,9.982500000000003,3.1382578124999996
208.0,0.0,9.994999999999997,3.0335156249999997
209.0,0.0,9.979999999999999,2.9536862606232295
210.0,0.0,9.909999999999998,2.9868655692729784
211.0,0.0,9.980000000000008,3.398329875518672
212.0,0.0,9.960000000000004,3.3476184032476315
213.0,0.0,9.900000000000006,3.43073986486487
214.0,0.0,9.975000000000003,3.5383500000000008
215.0,0.0,9.980000000000004,3.7149662618083656
216.0,0.0,9.960000000000004,3.603584099868593
217.0,0.0,9.882500000000004,3.734750328515112
218.0,0.0,9.950000000000003,3.839452099737535
219.0,0.0,9.980000000000004,3.623453608247423
220.0,0.0,9.975000000000005,3.459530075187969
221.0,0.0,9.994999999999992,3.282508896797154
222.0,0.0,9.979999999999997,3.098775452488687
223.0,0.0,9.940000000000005,3.0122037037037037
224.0,0.0,9.977499999999994,2.9547476586888686
225.0,0.0,9.982499999999996,2.9313403614457822
226.0,0.0,9.980000000000004,3.2431554878048754
227.0,0.0,9.987500000000004,3.3905157520325204
228.0,0.0,9.985,3.583126934984519
229.0,0.0,9.940000000000005,3.644500523012552
230.0,0.0,9.9725,3.661714810924366
231.0,0.0,9.962500000000004,3.5630473523421595
232.0,0.0,9.965000000000002,3.540591775325982
233.0,0.0,9.995000000000003,3.6242087967644085
234.0,0.0,9.9925,3.3001301832208254
235.0,0.0,9.992500000000005,3.2973778735632147
236.0,0.0,9.920000000000005,3.4169503375120542
237.0,0.0,9.98,3.4282935735150892
238.0,0.0,9.960000000000004,3.3476813346228242
239.0,0.0,9.962500000000002,3.1292065727699576
240.0,0.0,9.947499999999998,3.1618963068181816
241.0,0.0,9.992500000000005,3.0582418604651207
242.0,0.0,9.989999999999991,2.8705812897366045
243.0,0.0,9.972500000000005,2.9749860205032617
244.0,0.0,9.8675,3.122434782608695
245.0,0.0,9.977500000000004,3.3408851554664003
246.0,0.0,9.959999999999994,3.403194586312567
247.0,0.0,9.975000000000003,3.4963669821240813
248.0,0.0,9.980000000000002,3.62514673913044
249.0,0.0,9.940000000000005,3.4522770700636918
250.0,0.0,9.972500000000004,3.4064999999999954
251.0,0.0,9.980000000000006,3.551848901098902
252.0,0.0,9.987500000000004,3.3905775577557753
253.0,0.0,9.952499999999986,3.5087201365187726
254.0,0.0,9.960000000000003,3.556426914153132
255.0,0.0,9.997500000000002,3.6501839565741876
256.0,0.0,9.982500000000003,3.696805210918112
257.0,0.0,9.955000000000002,3.546849693251536
258.0,0.0,9.97,3.6001222493887504
259.0,0.0,9.920000000000003,3.4901885644768864
260.0,0.0,9.990000000000002,3.5851348808030106
261.0,0.0,9.980000000000002,3.580081761006292
262.0,0.0,9.917500000000004,3.611005256241785
263.0,0.0,9.980000000000006,3.265063532401525
264.0,0.0,9.822500000000003,3.3375754593175864
265.0,0.0,9.920000000000005,3.2355936675461767
266.0,0.0,9.990000000000004,2.928434699103714
267.0,0.0,9.9625,3.03051644736842
268.0,0.0,9.980000000000006,3.1284631432545216
269.0,0.0,9.982500000000002,3.103646694214875
270.0,0.0,9.982500000000003,3.243028368794328
271.0,0.0,9.987500000000006,3.160592383638927
272.0,0.0,9.980000000000004,3.080368055555557
273.0,0.0,9.980000000000004,3.2281311706629063
274.0,0.0,9.992500000000003,3.2068926553672368
275.0,0.0,9.957500000000003,3.3065868924889568
276.0,0.0,9.940000000000005,3.6307197549770303
277.0,0.0,9.960000000000004,3.7713611111111156
278.0,0.0,9.962500000000002,3.7707052297939807
279.0,0.0,9.982500000000002,3.7742038216560556
280.0,0.0,9.977500000000003,3.5709700315457407
281.0,0.0,9.980000000000004,3.6421716772151917
282.0,0.0,9.957500000000001,3.463024691358024
283.0,0.0,9.960000000000004,3.2255580357142866
284.0,0.0,9.920000000000005,3.2245751879699265
285.0,0.0,9.960000000000006,3.14627836611195
286.0,0.0,9.947500000000005,3.1180674846625775
287.0,0.0,9.985000000000001,3.22048621745789
288.0,0.0,9.885000000000003,3.3785109717868353
289.0,0.0,9.977500000000004,3.3926008064516133
290.0,0.0,9.992500000000001,3.3626269841269876
291.0,0.0,9.975000000000007,3.391840222575515
292.0,0.0,9.990000000000007,3.434833597464343
293.0,0.0,9.995000000000005,3.5524484126984164
294.0,0.0,9.890000000000004,3.573408
295.0,0.0,9.980000000000006,3.6906455592105294
296.0,0.0,9.97,3.749176470588238
297.0,0.0,9.980000000000006,3.730207641196016
298.0,0.0,9.952500000000002,3.5240593645484943
299.0,0.0,9.985000000000005,3.3324605678233454
300.0,0.0,9.980000000000006,3.4288784665579137
301.0,0.0,9.905000000000005,3.2796027287319447
302.0,0.0,9.997500000000004,3.36916532905297
303.0,0.0,9.925000000000002,3.0590514705882383
304.0,0.0,9.960000000000006,3.202283088235292
305.0,0.0,9.997500000000006,3.488798363095241
306.0,0.0,9.860000000000007,3.453026889534886
307.0,0.0,9.967500000000005,3.617239583333336
308.0,0.0,9.925000000000002,3.243175582990399
309.0,0.0,9.980000000000002,3.4121624472573875
310.0,0.0,9.970000000000002,3.3618216783216748
311.0,0.0,9.990000000000006,3.43480506155951
312.0,0.0,9.952500000000004,3.465665294924555
313.0,0.0,9.960000000000003,3.2537204724409494
314.0,0.0,9.895,3.1757662835249056
315.0,0.0,9.910000000000002,3.066280637254906
316.0,0.0,9.950000000000008,3.242882716049383
317.0,0.0,9.927500000000006,3.307509146341463
318.0,0.0,9.877499999999998,3.347399756986633
319.0,0.0,9.982500000000003,3.3015289505428247
320.0,0.0,9.925000000000006,3.4760622710622684
321.0,0.0,9.964999999999993,3.467369203329374
322.0,0.0,9.980000000000006,3.5954704463208684
323.0,0.0,9.860000000000001,3.4538089622641515
324.0,0.0,9.995000000000006,3.609260143198091
325.0,0.0,9.947500000000005,3.7073959571938158
326.0,0.0,9.965,3.5180222602739737
327.0,0.0,9.977499999999994,3.542013808975834
328.0,0.0,9.980000000000006,3.0486560846560855
329.0,0.0,9.980000000000002,3.045329436769397
330.0,0.0,9.945000000000004,3.0758359621451126
331.0,0.0,9.95,3.1303825995807117
332.0,0.0,9.867500000000003,3.196579087048834
333.0,0.0,9.96,3.126162119622244
334.0,0.0,9.987500000000004,2.9743743667679854
335.0,0.0,9.955000000000002,3.1409776970954355
336.0,0.0,9.910000000000004,3.2868944265809246
337.0,0.0,9.960000000000006,3.489028555431133
338.0,0.0,9.962500000000002,3.573085045662101
339.0,0.0,9.862500000000004,3.4184320175438603
340.0,0.0,9.980000000000004,3.3108615049073022
341.0,0.0,9.992500000000001,3.305572057205721
342.0,0.0,9.787500000000003,3.364096283783779
343.0,0.0,9.924999999999992,3.5051551522248237
344.0,0.0,9.9975,3.4876163484486833
345.0,0.0,9.947500000000005,3.4694585798816564
346.0,0.0,9.980000000000004,3.538703369434415
347.0,0.0,9.990000000000006,3.648276492082825
348.0,0.0,9.937500000000002,3.591518386714114
349.0,0.0,9.992500000000003,3.5573766157461804
350.0,0.0,9.955000000000005,3.467379171461453
351.0,0.0,9.940000000000005,3.4030246559633026
352.0,0.0,9.950000000000003,3.6004771908763504
353.0,0.0,9.987499999999986,3.5981063321385895
354.0,0.0,9.997500000000002,3.469515752625441
355.0,0.0,9.967500000000003,3.300907258064515
356.0,0.0,9.980000000000004,3.122884180790961
357.0,0.0,9.972500000000004,3.150948375870075
358.0,0.0,9.999999999999998,3.21819078947368
359.0,0.0,9.920000000000005,3.250479951397328
360.0,0.0,9.982499999999991,3.202909937888198
361.0,0.0,9.985000000000003,3.0772503082614064
362.0,0.0,9.980000000000002,3.1365120711562913
363.0,0.0,9.980000000000004,3.284575596816975
364.0,0.0,9.967500000000005,3.3372516778523464
365.0,0.0,9.984999999999996,3.359097127222981
366.0,0.0,9.962500000000002,3.4699057262569877
367.0,0.0,9.975000000000003,3.663797238372096
368.0,0.0,9.960000000000004,3.7212071535022404
369.0,0.0,9.962500000000006,3.4271237693389573
370.0,0.0,9.882500000000004,3.421137323943661
371.0,0.0,9.910000000000002,3.7765713224368476
372.0,0.0,9.980000000000006,3.9204587155963306
373.0,0.0,9.860000000000005,3.7171374622356503
374.0,0.0,9.995000000000005,3.8847074882995356
375.0,0.0,9.98,3.712523255813957
376.0,0.0,9.9825,3.6645769230769254
377.0,0.0,9.980000000000006,3.2273944687045155
378.0,0.0,9.959999999999997,3.0986396526772775
379.0,0.0,9.995000000000003,3.0886566091954046
380.0,0.0,9.979999999999997,3.229816017316018
381.0,0.0,9.925000000000006,3.074385714285715
382.0,0.0,9.900000000000006,3.377639307228915
383.0,0.0,9.985000000000005,3.425187308868502
384.0,0.0,9.997500000000006,3.4987970219435756
385.0,0.0,9.992500000000003,3.66278582930757
386.0,0.0,9.960000000000004,3.5200864779874244
387.0,0.0,9.880000000000003,3.576644427001572
388.0,0.0,9.965,3.6945690993788824
389.0,0.0,9.789999999999997,3.564387982195845
390.0,0.0,9.9875,3.6013757621951217
391.0,0.0,9.960000000000003,3.437935413642963
392.0,0.0,9.942500000000003,3.2559728033472797
393.0,0.0,9.985000000000005,3.1571515561569705
394.0,0.0,9.975000000000005,3.1876566666666686
395.0,0.0,9.965000000000007,2.6558212121212112
396.0,0.0,9.992499999999993,2.8551531249999984
397.0,0.0,9.922500000000005,2.977477987421387
398.0,0.0,9.985000000000005,3.41671562082777
399.0,0.0,9.972500000000004,3.5612754409769343
400.0,0.0,9.992499999999998,3.629535427807489
401.0,0.0,9.885000000000005,3.771496575342467
402.0,0.0,9.980000000000006,3.9367615273775245
403.0,0.0,9.935000000000004,4.0413653273809444
404.0,0.0,9.867500000000001,3.8852276064610876
405.0,0.0,9.960000000000004,3.8058105187319913
406.0,0.0,9.965,3.6735887656033284
407.0,0.0,9.967499999999998,3.4632849604221607
408.0,0.0,9.980000000000006,3.3617633637548896
409.0,0.0,9.972500000000004,3.147174593241552
410.0,0.0,9.9775,3.2194587945879434
411.0,0.0,9.987499999999997,3.1093363636363605
412.0,0.0,9.920000000000003,3.068190866510538
413.0,0.0,9.950000000000001,3.0564614499424603
414.0,0.0,9.952499999999997,3.050102272727271
415.0,0.0,9.9,3.0911178160919572
416.0,0.0,9.960000000000006,3.39431146572104
417.0,0.0,9.98,3.5231391875746736
418.0,0.0,9.985000000000005,3.4895087719298234
419.0,0.0,9.994999999999997,3.3462090395480306
420.0,0.0,9.940000000000001,3.559232531500574
421.0,0.0,9.995000000000005,3.48684135166094
422.0,0.0,9.9425,3.6713071512309505
423.0,0.0,9.902500000000005,3.7886917562724043
424.0,0.0,9.992500000000009,3.7825602409638575
425.0,0.0,9.827500000000002,3.515361803084226
426.0,0.0,9.935000000000006,3.577730627306275
427.0,0.0,9.932500000000001,3.5203031250000008
428.0,0.0,9.997500000000002,3.380396530359359
429.0,0.0,9.985000000000003,3.3710475896168104
430.0,0.0,9.935000000000002,3.4165330477356193
431.0,0.0,9.9675,3.144281507656072
432.0,0.0,9.902500000000003,3.0296182983682973
433.0,0.0,9.9525,3.193042061611373
434.0,0.0,9.980000000000006,3.3336225728155346
435.0,0.0,9.980000000000006,3.55955625
436.0,0.0,9.985000000000001,3.4141769420468573
437.0,0.0,9.960000000000008,3.267608173076923
438.0,0.0,9.920000000000005,3.187083828775268
439.0,0.0,9.980000000000004,3.116943786982249
440.0,0.0,9.970000000000002,3.0840058139534916
441.0,0.0,9.992500000000003,3.135446533490016
442.0,0.0,9.800000000000006,3.4528206724782113
443.0,0.0,9.977500000000003,3.712699086161881
444.0,0.0,9.840000000000003,3.607144702842375
445.0,0.0,9.977500000000008,3.5358903225806464
446.0,0.0,9.980000000000004,3.6972250970245804
447.0,0.0,9.92749999999999,3.7009928848641667
448.0,0.0,9.982500000000002,3.844456380208331
449.0,0.0,9.970000000000002,3.6168734413965105
450.0,0.0,9.967500000000001,3.3289323529411745
